session_id,task,trial_id,trial_start_s,trial_end_s,target_x,target_y,fixation_stability_rms_px,fixation_bcea_px2,microsaccade_rate_per_min,drift_velocity_px_s,percent_time_on_target,blink_rate_per_min,valid_fraction,valid,invalid_reason,quality_score,calibration_quality,fps_median,clamp_rate
20260131_144518,fixation,0,1769888729.1043699,1769888739.111062,684.0,427.5,137.37817727320228,1677.440671287787,0.0,1307.4248882959505,98.99665551839465,0.0,0.9966666666666667,1,valid,0.8788,0.20628165174819293,30.00135312757211,0.0016666666666666668
20260131_144518,fixation,1,1769888741.0318642,1769888751.0415192,684.0,427.5,140.2022640636231,1691.8501651170386,0.0,1087.321163670065,99.32885906040269,0.0,0.9966555183946488,1,valid,0.8795955516923273,0.20628165174819293,29.998963161656516,0.0
20260131_144518,fixation,2,1769888751.0450869,1769888761.072601,684.0,427.5,129.15038803124898,1088.8107334459494,0.0,1191.5520349550977,98.65771812080537,5.983536765733339,0.9900332225913622,1,valid,0.8740199335548173,0.20628165174819293,30.011635062308134,0.0016611295681063123
20260131_144518,fixation,3,1769888761.0758998,1769888771.096,684.0,427.5,146.3614630298038,990.4605018165373,0.0,963.5800209301589,98.67109634551495,0.0,1.0,1,valid,0.8784053156146179,0.20628165174819293,30.008340226779367,0.0033222591362126247
20260131_144518,fixation,4,1769888771.0996459,1769888781.12983,684.0,427.5,130.51183505077043,576.3540158553895,6.002399784135346,1073.8288754380837,100.0,0.0,1.0,1,valid,0.8799999999999999,0.20628165174819293,30.005220072979597,0.0
